sys	id	query	lem_query
1	539701	сделать запись в трудовой книжке прием на работу генерального директора единственного учредителя ооо на 0.5 ставки	сделать запись в трудовой книжка прием на работа генеральный директор единственный учредитель ооо на 0 5 ставка
1	539701	образцы записи о приеме в трудовой книжке на работу директора	образец запись о прием в трудовой книжка на работа директор
1	539727	новый сотрудник не принес бумажную трудовую книжку	новый сотрудник не приносить бумажный трудовой книжка
1	539727	новый работник в 22 году трудовая книжка	новый работник в 22 год трудовой книжка
1	539727	заводить ли трудовые книжки новым сотрудникам	заводить ли трудовой книжка новый сотрудник
1	539727	новый отчет по электронным трудовым книжкам	новый отчет по электронный трудовой книжка
1	539727	запись в трудовой книжке впервые	запись в трудовой книжка впервые
1	539727	трудовая книжка впервые с 2022 год	трудовой книжка впервые с 2022 год
1	474197	акт об уничтожении печати	акт об уничтожение печать
1	507028	стд-р при увольнении расписка	стд р при увольнение расписка
1	507028	нужна ли расписка в получении справок при увольнении	нужный ли расписка в получение справка при увольнение
1	507028	расписка документы на руки при увольнении	расписка документ на рука при увольнение
1	507028	образец расписки о получении трудовой книжки при увольнении	образец расписка о получение трудовой книжка при увольнение
1	507030	опись личного дела при увольнении	опись личный дело при увольнение
1	507030	опись документов при увольнении образец	опись документ при увольнение образец
1	539799	как провести по бухгалтерскому учету оплату за медосмотр о приеме на работу	как проводить по бухгалтерский учет оплата за медосмотр о прием на работа
1	15513	не пришел на почту сертификат с вебинара	не приходить на почта сертификат с вебинар
1	15513	почему мне не пришел сертификат об участии в вебинаре	почему я не приходить сертификат об участие в вебинар
1	15513	где скачать сертификат участника вебинара	где скачать сертификат участник вебинар
1	15513	послушала вебинар, как можно получить сертификат	послушать вебинар как можно получать сертификат
1	15514	как загрузить скан диплома	как загружать скан диплом
1	15514	как загрузить документы для получения диплома	как загружать документ для получение диплом
1	15514	где я могу загрузить документы для получения диплома	где я мочь загружать документ для получение диплом
1	15514	не получается загрузить документы	не получаться загружать документ
1	15514	как мне загрузить документы паспорт и диплом	как я загружать документ паспорт и диплом
1	15634	срок камеральной проверки по ндс нк рф	срок камеральный проверка по ндс нк рф
1	15634	срок проведения камеральной налоговой проверки по ндс	срок проведение камеральный налоговый проверка по ндс
1	15634	сроки проведение камеральной проверки ндс	срок проведение камеральный проверка ндс
1	441618	акцепт	акцепт
1	441618	в чем выражается акцепт	в чем выражаться акцепт
1	441618	гк акцепт	гк акцепт
1	507224	выход на работу мамочки из отпуска по уходу за ребенком до исполнения 1,5 лет	выход на работа мамочка из отпуск по уход за ребенок до исполнение 1 5 год
1	507224	выход из отпуска по уходу за ребенком до 1,5 лет	выход из отпуск по уход за ребенок до 1 5 год
1	507249	дмс на членов семьи ндфл	дмс на член семья ндфл
1	507249	вычет ндфл за дмс	вычет ндфл за дмс
1	507249	ндфл по дмс	ндфл по дмс
1	507250	дмс и страховые взносы	дмс и страховой взнос
1	507250	учет взносов дмс	учет взнос дмс
1	474517	приказ о создании комиссии по расследованию несчастного случая не связанного с производством	приказ о создание комиссия по расследование несчастный случай не связывать с производство
1	474517	приказ о создании комиссии по определению коренных причин при несчастном случае	приказ о создание комиссия по определение коренной причина при несчастный случай
1	474517	приказ о создании комиссии по расследованию несчастного случая со смертельным исходом на производстве	приказ о создание комиссия по расследование несчастный случай со смертельный исход на производство
1	540075	надо ли размещать в реестре контрактов контракты, заключенный по ч. 2 ст. 15 46-фз	надо ли размещать в реестр контракт контракт заключенный по ч 2 ст 15 46 фз
1	540084	аванс по электроэнергии 2 раза как отразить в реестре контрактов	аванс по электроэнергия 2 раз как отражать в реестр контракт
1	540085	как внести контракт по п. 26 ч. 1 ст. 93 в реестр контрактов без размещения на официальном сайте	как вносить контракт по п 26 ч 1 ст 93 в реестр контракт без размещение на официальный сайт
1	540088	в реестр контрактов нужно выгружать контракт с электронными подписями	в реестр контракт нужно выгружать контракт с электронный подпись
1	474601	как учесть разработку концепции дизайна упаковки	как учитывать разработка концепция дизайн упаковка
1	474601	бухгалтерский и налоговый учет расходов на дизайн упаковки	бухгалтерский и налоговый учет расход на дизайн упаковка
1	474601	нематериальный актив дизайн упаковки	нематериальный актив дизайн упаковка
1	474601	ндс при получение резидентом от нерезидента услуг дизайна упаковки	ндс при получение резидент от нерезидент услуга дизайн упаковка
1	474601	дизайн упаковки продукции	дизайн упаковка продукция
1	474601	как оформить разработку логотипа и дизайн упаковки	как оформлять разработка логотип и дизайн упаковка
1	15855	налогообложение ндс коммунальных услуг	налогообложение ндс коммунальный услуга
1	15855	расходы на оплату коммунальных услуг ндс	расход на оплата коммунальный услуга ндс
1	15855	входящий ндс по коммунальным услугам через посредника	входить ндс по коммунальный услуга через посредник
1	15855	выставление реализации без ндс по коммунальным услугам	выставление реализация без ндс по коммунальный услуга
1	15855	повышающий коэффициент по коммунальным услугам облагается ндс	повышать коэффициент по коммунальный услуга облагаться ндс
1	507413	скачать договор финансовой помощи от учредителя	скачать договор финансовый помощь от учредитель
1	507413	договор возвратной финансовой помощи от учредителя	договор возвратный финансовый помощь от учредитель
1	507413	договор безвозмезлной финансовой помощи от учредителя	договор безвозмезлна финансовый помощь от учредитель
1	507416	декларация налога на прибыль 2019 ндс включать	декларация налог на прибыль 2019 ндс включать
1	507416	как заполнить декларацию на прибыль по ндс	как заполнять декларация на прибыль по ндс
1	507416	единая налоговая декларация ндс и налог на прибыль образец.	единый налоговый декларация ндс и налог на прибыль образец
1	507416	разница доходов от реализации по декларациям ндс и прибыль	разница доход от реализация по декларация ндс и прибыль
1	507416	единая декларация ндс прибыль за 4 квартал 2020	единый декларация ндс прибыль за 4 квартал 2020
1	507416	корреспонденция декларации по ндс с расчетом налога на прибыль	корреспонденция декларация по ндс с расчет налог на прибыль
1	507416	расхождения между декларацией по налогу на прибыль и ндс	расхождение между декларация по налог на прибыль и ндс
1	507416	почему выручка в декларации ндс больше чем в прибыли	почему выручка в декларация ндс много чем в прибыль
1	507416	декларация по налогу на прибыль порядок заполнения ндс	декларация по налог на прибыль порядок заполнение ндс
1	540185	акциз при реализация в днр	акциз при реализация в днр
1	540186	взносы с доходов граждан днр и лнр	взнос с доход гражданин днр и лнр
1	540184	какой+переходный+период+и+как+платить+налоги+при+работе+с+днр,+лнр,+херсонской+и+запорожской+областями	какой переходный период и как платить налог при работа с днр лнр херсонский и запорожский область
1	507439	за что налоговая может снять ндс с вычета	за что налоговый может снимать ндс с вычет
1	507439	как сдать уточненку по ндс налоговая сняла вычеты	как сдавать уточненка по ндс налоговый снимать вычет
1	507442	списание ндс безнадежной кредиторской задолженности	списание ндс безнадежный кредиторский задолженность
1	507442	как списать ндс по списанной кредиторской задолженности покупателя в связи со сроком давности	как списывать ндс по списывать кредиторский задолженность покупатель в связь со срок давность
1	507442	как списать ндс с кредиторской задолженности в налоговом учете	как списывать ндс с кредиторский задолженность в налоговый учет
1	507442	при списании просроченной кредиторской задолженности, полученной в качестве аванса как списать ндс с авансов полученных	при списание просрочивать кредиторский задолженность получать в качество аванс как списывать ндс с аванс получать
1	507443	списание ндс безнадежной дебиторской задолженности	списание ндс безнадежный дебиторский задолженность
1	507443	как списать ндс по дебиторской задолженности	как списывать ндс по дебиторский задолженность
1	507443	списание ндс дебиторской задолженности с истекшим сроком исковой давности налоговый учет	списание ндс дебиторский задолженность с истекший срок исковой давность налоговый учет
1	474710	приложение n 2. наряд-допуск на производство работ на высоте (рекомендуемый образец)	приложение n 2 наряд допуск на производство работа на высота рекомендовать образец
1	474710	782н наряд-допуск	782н наряд допуск
1	474710	наряд-допуск на высоте	наряд допуск на высота
1	474710	как заполнить наряд-допуск по работе на высоте на основании	как заполнять наряд допуск по работа на высота на основание
1	507478	трудовой договор с директором он же учредитель	трудовой договор с директор он же учредитель
1	507478	трудовой договор ген.директором- учредителем	трудовой договор ген директор учредитель
1	507478	трудовой договор учредитель и директор одно лицо	трудовой договор учредитель и директор один лицо
1	507478	трудовой договор если он учредитель	трудовой договор если он учредитель
1	474717	наряд-допуск на объект	наряд допуск на объект
1	474717	наряд-допуск документ	наряд допуск документ
1	474717	наряд-допуск на работы повышенной опасности	наряд допуск на работа повышенный опасность
1	474717	наряд-допуск на производство опасных работ	наряд допуск на производство опасный работа
1	474718	о назначении ответственных за наряд-допуски	о назначение ответственный за наряд допуск
1	474718	срок действия закрытого наряда-допуска для работы с электроустановками составляет	срок действие закрытый наряд допуск для работа с электроустановка составлять
1	474718	приказ наряд допуск	приказ наряд допуск
1	507491	как продлить трудовой договор	как продлять трудовой договор
1	507491	договор с генеральным директором	договор с генеральный директор
1	507491	продление трудового договора директору	продление трудовой договор директор
1	15983	приказное производство претензионный порядок	приказный производство претензионный порядок
1	474737	журнал выдачи наряда-допуска	журнал выдача наряд допуск
1	474741	налоговая запросила наряды-допуски	налоговый запрашивать наряд допуск
1	474741	срок хранения наряда допуска	срок хранение наряд допуск
1	540314	какие сведения отразить в регистре по НДФЛ	какой сведение отражать в регистр по ндфл
1	540314	какие сведения отразить в налоговом регистре по НДФЛ	какой сведение отражать в налоговый регистр по ндфл
1	540331	налоговые регистры по ндфл	налоговый регистр по ндфл
1	540333	ип на упрощенке налоги 2023	ипать на упрощенка налог 2023
1	540333	единый налог ип без работников	единый налог ипать без работник
1	540333	транспортный налог на усн у ип	транспортный налог на усна у ипать
1	540333	какие налоги платит ип при усн	какой налог платить ипать при усна
1	540338	взносы в сро в затраты книга доходов и расходов усн	взнос в сро в затрата книга доход и расход усна
1	540338	как отразить страховые взносы в книге по усн (доходы минус расходы)	как отражать страховой взнос в книга по усна доход минус расход
1	507581	минфин выпустил рекомендации аудиторам для проведения проверок	минфин выпускать рекомендация аудитор для проведение проверка
1	507581	рекомендации аудиторам за 2022 год	рекомендация аудитор за 2022 год
1	507581	рекомендации аудиторам по проверке бухотчетности	рекомендация аудитор по проверка бухотчетность
1	474824	пример торг-2	пример торг 2
1	474824	форма акта торг-2	форма акт торг 2
1	474824	акт торг-2 на возврат товаров	акт торг 2 на возврат товар
1	474824	торг-2 инструкция по заполнению	торг 2 инструкция по заполнение
1	474824	торг-2 ндс	торг 2 ндс
1	474824	как оформить торг-2	как оформлять торг 2
1	474824	торг-2 порядок заполнения	торг 2 порядок заполнение
1	507609	основания для списания материалов в строительстве	основание для списание материал в строительство
1	507609	как списать материалы на стройку	как списывать материал на стройка
1	507609	учет материалов в строительной компании	учет материал в строительный компания
1	507629	отчетность днр	отчетность днр
1	507629	бухучет в днр	бухучет в днр
1	507629	бухучет и отчетность в днр лнр	бухучет и отчетность в днр лнр
1	507629	бухучет и отчетность в запорожской области	бухучет и отчетность в запорожский область
1	507648	вычет аванса по разным ставкам ндс	вычет аванс по разный ставка ндс
1	507648	ндс к вычету с аванса полученного	ндс к вычет с аванс получать
1	507649	ндс c возврата аванса d декларации	ндс c возврат аванс d декларация
1	507649	возврат предоплаты покупателю ндс декларация	возврат предоплата покупатель ндс декларация
1	507650	ндс с авансов полученных в 2019	ндс с аванс получать в 2019
1	507650	начисление ндс с авансов полученных	начисление ндс с аванс получать
1	507651	вычет ндс с возвращенного аванса в декларации	вычет ндс с возвращать аванс в декларация
1	507651	возврат покупателю аванса 2018года ндс	возврат покупатель аванс 2018года ндс
1	507651	ндс при возврат аванса покупателю	ндс при возврат аванс покупатель
1	507653	ндс с авансов полученных м принятых к вычету в декларации ндс	ндс с аванс получать м принимать к вычет в декларация ндс
1	507653	как отразить авансы к вычету разделе 8 декларации по ндс	как отражать аванс к вычет раздел 8 декларация по ндс
1	507653	как отразить в декларации по ндс вычет ндс с авансов поступивших от покупателей	как отражать в декларация по ндс вычет ндс с аванс поступать от покупатель
1	507653	как в декларации по ндс отразить корректировку вычета по оплаченному авансу при списании предоплаты	как в декларация по ндс отражать корректировка вычет по оплачивать аванс при списание предоплата
1	507655	перенос права вычета ндс с полученных авансов	перенос правый вычет ндс с получать аванс
1	507655	какой период можно взять к вычету ндс с авансов полученных?	какой период можно взять к вычет ндс с аванс получать
1	507655	перенос вычета ндс с аванса поставщика	перенос вычет ндс с аванс поставщик
1	507655	можно ли вычет ндс с аванса перенести на другой квартал	можно ли вычет ндс с аванс перенести на другой квартал
1	540427	займы беспроцентный ндфл в 2023	заем беспроцентный ндфл в 2023
1	540427	ндфл займ беспроцентный директору	ндфл заем беспроцентный директор
1	507661	срок уплаты налог ана прибыль за 2022 год	срок уплата налог ана прибыль за 2022 год
1	507661	порядок и сроки уплаты налога на прибыль	порядок и срок уплата налог на прибыль
1	507661	сроки оплаты ежемесячных авансовых платежей по налогу на прибыль	срок оплата ежемесячный авансовый платеж по налог на прибыль
1	507662	как рассчитать ежемесячные авансовые платежи по налогу на прибыль за 1 квартал	как рассчитать ежемесячный авансовый платеж по налог на прибыль за 1 квартал
1	507662	ежемесячные авансовые платежи по налогу на прибыль в 2022 году	ежемесячный авансовый платеж по налог на прибыль в 2022 год
1	507662	авансовый платеж по налогу на прибыль за апрель	авансовый платеж по налог на прибыль за апрель
1	507662	зачет авансовых платежей по налогу на прибыль	зачет авансовый платеж по налог на прибыль
1	540429	как написать что займ беспроцентный	как написать что заем беспроцентный
1	540429	документы на выдачу беспроцентного займа сотрудникам фирмы	документ на выдача беспроцентный заем сотрудник фирма
1	540429	возврат денежного беспроцентного займа	возврат денежный беспроцентный заем
1	540431	беспроцентные полученные займы учет проводки	беспроцентный получать заем учет проводка
1	540431	займ другой организации взаимозависимой беспроцентный в налоговом учете	заем другой организация взаимозависимый беспроцентный в налоговый учет
1	540431	получение займа от физлица может быть беспроцентным	получение заем от физлицо мочь быть беспроцентный
1	540431	как учесть беспроцентный полученный займ	как учитывать беспроцентный получать заем
1	540431	юридическое лицо берет займ у физ лица беспроцентный налоги	юридический лицо брать заем у физ лицо беспроцентный налог
1	540432	предоставленный займ беспроцентный проводки	предоставлять заем беспроцентный проводка
1	540432	займ счет 66 беспроцентный	заем счет 66 беспроцентный
1	540432	налог на прибыль и займ, выданный работнику беспроцентный	налог на прибыль и заем выдавать работник беспроцентный
1	540432	займ сотруднику беспроцентный 2023 налоги	заем сотрудник беспроцентный 2023 налог
1	540432	организация выдала займ беспроцентного единственному учредителю	организация выдавать заем беспроцентный единственный учредитель
1	540439	в соответствии с ч. 1 ст. 839 гку подрядчик т.е. наша организация, обязана выполнить работы с использованием своих материалов, такие материалы не поставляются отдельно, а их стоимость включается в цену	в соответствие с ч 1 ст 839 гку подрядчик т е наш организация обязанный выполнять работа с использование свой материал такой материал не поставляться отдельно а их стоимость включаться в цена
1	540439	как подрядчику отразить передачу оборудования субподрядчику	как подрядчик отражать передача оборудование субподрядчик
1	540439	как списать материалы у подрядчика, если они идут напрямую на объект строительства от поставщика минуя склад	как списывать материал у подрядчик если они идти напрямую на объект строительство от поставщик миновать склад
1	540439	на основании каких документов подрядчик списывает материалы на строительный объект	на основание какой документ подрядчик списывать материал на строительный объект
1	540439	учет мелкого строительного инвентаря у подрядчика	учет мелкий строительный инвентарь у подрядчик
1	540442	в какой срок субподрядчик должен предоставлять подрядчику справки о выполненных строительно- монтажных работах	в какой срок субподрядчик должный предоставлять подрядчик справка о выполнять строительный монтажный работа
1	540442	в течении какого срока заказчик должен принять работы у подрядчика	в течение какой срок заказчик должный принимать работа у подрядчик
1	540442	уведомление подрядчиком заказчика о готовности к сдаче результата выполненных по договору строительного подряда работ (этапа работ)	уведомление подрядчик заказчик о готовность к сдача результат выполнять по договор строительный подряд работа этап работа
1	540442	документы работы у подрядчика кс-1	документ работа у подрядчик кс 1
1	540442	как подрядчику сдать строительные работы	как подрядчик сдавать строительный работа
1	540443	как нерезиденту определить ставку ндфл	как нерезидент определять ставка ндфл
1	540443	по какой ставке удерживать ндфл с иностранных работников	по какой ставка удерживать ндфл с иностранный работник
1	540443	ставка ндфл иностранец	ставка ндфл иностранец
1	16176	Исковая давность на оказание услуг	исковой давность на оказание услуга
1	540600	займ беспроцентный взаимозависимые лица	заем беспроцентный взаимозависимый лицо
1	540600	займ беспроцентный между близкими родственниками	заем беспроцентный между близкий родственник
1	540600	налоговые риски займ беспроцентный между организациями	налоговый риск заем беспроцентный между организация
1	540600	займы беспроцентные риски	заем беспроцентный риск
1	540648	займ денежный беспроцентный возврат форма 4	заем денежный беспроцентный возврат форма 4
1	507922	амортизационная премия при модернизации ос	амортизационный премия при модернизация ос
1	507922	амортизационная премия при модернизации основных средств	амортизационный премия при модернизация основной средство
1	507922	амортизационная премия при модернизации недвижимости	амортизационный премия при модернизация недвижимость
1	507922	амортизационная премия менее 100 000 в модернизации	амортизационный премия менее 100 000 в модернизация
1	540723	приказ на отпуск бланк скачать	приказ на отпуск бланк скачать
1	540723	приказ на отпуск авансом	приказ на отпуск аванс
1	540723	приказ об отпуске сотрудника	приказ об отпуск сотрудник
1	540723	приказа на отпуск по уходу	приказ на отпуск по уход
1	540723	отправить в отпуск по приказу	отправлять в отпуск по приказ
1	540725	форма приказа на продление отпуска в связи с праздником	форма приказ на продление отпуск в связь с праздник
1	540725	нужно ли делать приказ о продлении отпуска	нужно ли делать приказ о продление отпуск
1	540725	какие документы на продления отпуска всвязи с заболеванием сотрудника в своем отпуске	какой документ на продление отпуск всвязь с заболевание сотрудник в свой отпуск
1	540725	нужен ли приказ о продлении отпуска после больничного	нужный ли приказ о продление отпуск после больничный
1	540727	расчет количества дней отпуска при увольнении	расчет количество день отпуск при увольнение
1	540727	образец заявления на отпуск с последующим увольнением	образец заявление на отпуск с последующий увольнение
1	540727	отпуск и увольнение	отпуск и увольнение
1	540730	за сколько дней уведомляют о начале отпускауведомление об отпуске	за сколько день уведомлять о начало отпускауведомление об отпуск
1	540730	уведомление о начале отпуска	уведомление о начало отпуск
1	540730	как уведомить работника об отказе в предоставлении отпуска	как уведомлять работник об отказ в предоставление отпуск
1	540730	уведомление о начале отпуска сколько экземпляров	уведомление о начало отпуск сколько экземпляр
1	540731	за сколько дней работник должен написать заявление о выходе из отпуска по уходи	за сколько день работник должный написать заявление о выход из отпуск по уходить
1	540731	за сколько дней до отпуска пишется заявление на отпуск	за сколько день до отпуск писаться заявление на отпуск
1	540732	когда утвердить рафик отпусков на 2023 год	когда утверждать рафик отпуск на 2023 год
1	540732	как вести график отпусков	как вести график отпуск
1	540732	как ознакомить работников с графиком отпусков	как ознакомлять работник с график отпуск
1	540732	нужно ли составлять график отпусков для сотрудников ип	нужно ли составлять график отпуск для сотрудник ипать
1	540732	можно ли в графике отпусков ставить только месяц	можно ли в график отпуск ставить только месяц
1	442435	внереализационные доходы при расчете налога на прибыль	внереализационный доход при расчет налог на прибыль
1	442435	что является внереализационными доходами	что являться внереализационный доход
1	540741	заявление в счет будущего отпуска	заявление в счет будущий отпуск
1	540741	как правильно написать заявление на 2 дня в счет отпуска	как правильно написать заявление на 2 день в счет отпуск
1	540741	заявление работника о зачтении отпуска в счет зарплаты.	заявление работник о зачтение отпуск в счет зарплата
1	540741	заявление дни в счет отпуска	заявление день в счет отпуск
1	540742	приказ на утверждения графика отпусков работника	приказ на утверждение график отпуск работник
1	540742	график отпусков на 2023 год приказ	график отпуск на 2023 год приказ
1	540743	отпуск с последующим увольнением в 2020 году приказ	отпуск с последующий увольнение в 2020 год приказ
1	540743	после отпуска приказ на увольнение больничный	после отпуск приказ на увольнение больничный
1	540743	удержание за неотработанные дни отпуска при увольнении приказ	удержание за неотработанный день отпуск при увольнение приказ
1	540745	график отпусков пример заполнения при делении отпуска на 2 части	график отпуск пример заполнение при деление отпуск на 2 часть
1	540745	можно ли отпуск в графике отпусков разбить на две части	можно ли отпуск в график отпуск разбивать на два часть
1	540746	заявление на предоставление части отпуска в сет основного	заявление на предоставление часть отпуск в сет основной
1	540746	заявление разделение отпуска на части	заявление разделение отпуск на часть
1	540746	по заявлению женщины или лиц, указанных в части второй настоящей статьи, во время нахождения в отпусках по уходу за ребенком они могут работать на условиях неполного рабочего времени ,	по заявление женщина или лицо указанный в часть второй настоящий статья во время нахождение в отпуск по уход за ребенок они мочь работать на условие неполный рабочий время
1	540746	заявления на часть отпуска	заявление на часть отпуск
1	540747	приказ на отпуск если берется часть дней от одного периода а часть от другого	приказ на отпуск если браться часть день от один период а часть от другой
1	540747	приказ о предоставлении отпуска на части пример	приказ о предоставление отпуск на часть пример
1	540747	как правильно оформить приказ на отпуск если часть отпуска до праздников вторая часть после праздника	как правильно оформлять приказ на отпуск если часть отпуск до праздник второй часть после праздник
1	540747	приказ разделении отпуска на части	приказ разделение отпуск на часть
1	540747	приказ на предоставление части ежегодного основного оплачиваемого отпуска	приказ на предоставление часть ежегодный основный оплачивать отпуск
1	540748	можно ли упрощенцам не составлять график отпусков на 2022 год	можно ли упрощенец не составлять график отпуск на 2022 год
1	540748	график отпусков микропредприятие	график отпуск микропредприятие
1	540748	как отказаться от графика отпусков ?	как отказываться от график отпуск
1	540749	график отпусков включать ли остатки отпусков прошлых лет	график отпуск включать ли остаток отпуск прошлый год
1	540749	если не отгулял отпуск в этом году надо ли планировать эти дни в график отпусков на следующий год	если не отгуливать отпуск в этот год надо ли планировать этот день в график отпуск на следующий год
