id	query
539323	ип на усн 6 % проводки от продажи земельных участков
539323	продажа земельного участка бухгалтерский и налоговый учет
539323	отражение в затратах стоимость земельного участка при его продаже для налога на прибыль
539323	проводки за услуги по расчистке земельного участка предназначенного для продажи
539323	продажа земельного участка дата снятия с бухгалтерского учета
539324	ип на усн продажа земли и здания
539324	продажа земли ип на усн входит в книгу
539324	продажа земли усн 15%
539324	какой налог на доходы должен заплатить индивидуальный предприниматель при продаже земельного участка
539324	индивидуальный предприниматель принимает наличные в оплату за продажу земельных участков
539324	физ. лицо владеет земельным участком и является ип, применяет усн доходы, какие налоги он заплатит при продаже земельного участка
539325	ндфл при продаже построенного дома и земельного участка
539325	какая льгота при продаже земельного участка , если в собственности меньше трех лет
539325	дом с земельным участком стоимостью 1 млн.руб налоги и документы при продаже
539325	должен ли гражданин платить налог при продаже земли находящуюся в собственности менее трех лет платиться ли налог ндфл
539325	продажа земли организации
539325	продажа земли между ооо
539325	продажа 1/2 стоимости дома и земельного участка в 2020 году
539326	какие налоги платит ооо при продаже земли и недвижимости
539326	продажа земли налоговый учет 2022
539327	как ип на усн учесть покупку-продажу земельных участков
539327	разделеие земельного участка для продажи части при усн
539327	бухгалтерский учет продажи земли при усн
539327	продажа ос и земельного участка при усн доходы минус расходы
506561	счет 09 и 77 и фсбу 25/2018
506563	можно ли комиссию за совершение сделки лизинга включать в стоимость транспортного средства по налоговому учету
506563	комиссия лизинг автомобиля
506563	комиссия по лизингу проводки
506563	комиссия за лизинг бухучет
506563	комиссию за лизинг включать в первоначальную стоимость
506563	комиссия за организацию сделки лизинга в налоговом учете
539329	как составить и зарегистрировать счет-фактуру при продаже земельного участка
539329	продажа земли в декларации по ндс нужно указывать код
539329	нужно ли отражать в разделе 7 декларации по ндс продажу земельного участка
539329	ндс не начисляется при продаже земельного участка
539329	продажа земли ндс
539331	продажа земельного участка выше кадастровой стоимости на усн
539331	продажа земельного участка за какую цену может продать ооо
539331	кадастровая стоимость при продаже земли юридическим лицом
539331	продажа земельного участка организацией ниже кадастровой стоимости, налоговые риски
539328	где в декларации по прибыли отразить продажу земли
539333	как отразить сумму убытка от продажи земли в бухгалтерском учете
539333	можно списать сразу убыток от продаже земельного участка
539333	продажа земельного участка в убыток основные средства
506591	приостановление действия договора
506591	приостановка обязательств по договору
506591	приостановление действия договора по 44-фз
506591	приостановка договора по 223-фз
506591	приостановка контракта гражданский кодекс
506591	приостановка исполнения контракта
506592	запрет пролонгации контракта
506592	продление срока контракта без независимой гарантии
506592	как продлить срок исполнения контракта
506592	можно продлить контракт
506592	44-фз запрет на пролонгацию договора
473829	шаблон распоряжения на стажировку
473829	приказ или распоряжение о стажировке
506601	можно ли подписывать контракт в праздничные дни
506601	подписания контракта вышло на выходной день
506601	заключение контракта выпал на воскресенье
506602	через сколько дней нужно разместить контракт электронный аукцион
506602	как сформировать проект контракта в еис
506602	сколько дней на размещение проекта контракта по 44-фз
506602	подписание контракта после протокола
506605	как направить электронно на согласование контракт
506605	как составить протокол о признании поставщика уклонившимся от подписания контракта
506605	как составить протокол об уклонении участника от подписании контракта
506605	сколько дней на подписание контракта по 44-фз после подписания проекта
506605	сколько дней на подписание контракта у победителя
506608	за какие года можно выплачивать дивиденды
506608	можно ли выплатить дивиденды из прибыли прошлых лет
506609	дивиденды страховые взносы
506611	субсидия из федерального бюджета возмещение потерь в доходах лизингодателя
506611	субсидия на возмещение потерь лизингодателя учет
506611	ндс при получении субсидии лизингодателем
506611	субсидия на возмещение потерь лизингодателя по предоставлению скидки по уплате авансового платежа нужно платить налог на прибыль с данной субсидии
506614	налогообложение лизинговых платежей ндс 2023
506614	ндс лизинговый платеж арендодателя
506614	код операции ндс по лизинговому платежу
506614	как отразить счет фактуру у лизингополучателя проводка поступление лизинговых платежей для ндс
506614	проводки по лизингу у лизингополучателя ндс
506615	авансы, проценты, арендные платежи по ФСБУ 25 у арендодателя 2023
506615	учет у лизингодателя авансовых и лизинговых платежей, процентов, 2023
506615	НДС с лизинговых платежей у арендодателя 2023
506615	учет финансовой аренды по фсбу 25 - проценты, авансы, платежи
539393	расходы на услуги такси ндс
539393	ндс такси
473861	что конкретно и в какой последовательности нужно сделать работодателю для создания мест по квоте для инвалидов: выделить места, издать приказ об этом
473861	образец штатного расписания с квотой для инвалидов
473861	локальный нормативный акт по квотам для инвалидов
473863	отчет квота на инвалидов
473863	как рассчитать квоты по инвалидам заполненная форма
473863	приложение 5. информация о наличии созданных или выделенных рабочих местах для трудоустройства инвалидов в соответствии с установленной квотой для приема на работу инвалидов, включая информацию о
473863	инструкция по заполнению формы в статистику о выполнении квоты по инвалидам и молодежи
473864	рассчитать квоту рабочих мест для инвалидов
473865	штраф за неисполнение квоты по инвалидам
473865	ответственность за невыполнение квоты трудоустройство инвалидов
473865	что грозит организации, если в ходе проверки соблюдения квот по инвалидам будут выявлены нарушения
473865	не выполнение квоты по инвалидам
473865	штраф за невыполнение квоты по инвалидам ы фонд занятости
15114	договор аренды прекращается досрочно путем расторжения
15114	как расторгнуть договор аренды неоднозначные формулировки
15114	о расторжении договора аренды и возмещении убытков не передано
15114	расторжение договора аренды в москве
15114	расторжение договора аренды нежилого помещения в судебном порядке
15114	расторжение договора аренды шум
408331	поставщик банкрот, восстановление ндс
408331	надо ли восстанавливать ндс при банкротстве
408331	продажа имущества организации банкрота восстановление ндс
408331	восстановление ндс с по авансам должник обанкротился
408330	как начислить ндс банкроту с аренды
408330	освобождение банкротов от ндс в 2021
408330	освобождение от ндс организаций в стадии банкротства
408330	ндс с услуг, не уплаченных покупателем банкротом
408330	ндс при продаже товара предприятием банкротом
408332	ндс с авансов полученных банкротом 2021
408332	ндс с полученных авансов предприятия банкрота
408332	ндс аванс возврат банкротство
408332	зачет аванса по ндс при банкротстве
408333	вычет по ндс в стадии банкротства
408333	компания банкроты вычет по ндс с 2021
408333	банкрот ндс восстановление вычета
408335	вычет ндс по счет-фактуре организации банкрота
408336	декларация по ндс банкрота в 2021 г
408336	налоговая декларация по ндс при банкротстве
408336	заполнение декларации ндс предприятие банкрот
408336	должны ли предприятия-банкроты сдавать декларацию по ндс
408336	заполнение декларации по ндс 7 раздел банкротство
506638	закрытие обособки
506638	закрытие обособленного подразделения при усн
506638	срок подачи сообщения о закрытии обособленного подразделения
506638	сроки подачи заявления на закрытие обособленного подразделения
506638	закрытое обособленное подразделение
539410	протокол замеров температуры воздуха на рабочем месте в жару
539416	образец записи в трудовой книжке об увольнение по ст 81 за прогулы
539416	трудовую книжку как отдать сотруднику при увольнении за прогул
15148	уточняющие письма к декларации по ндс уменьшение налога
15148	образец сопроводительного письма к уточненной декларации по ндс
506701	гарантийный ремонт ндс
408411	восстановить ндс при продаже недвижимости при банкротстве
408411	ндс не начислять при банкротстве 15, п 2 ст 146
506726	некоммерческий ввоз товара ндс
506726	ндс при импорте товаров в китай
506726	ндс при импорте товаров в 2020 году
506726	ндс при импорте товаров из еас
506727	договор поставки без ндс
506727	ндс в договоре поставки
506727	как составить договор поставки чтобы обезопасить себя от возмещения ндс
506727	договор поставки без ндс при применении усн
539496	форма заявления на прием на работу ген директора
539496	директор пишет ли сам себе заявление о приеме на работу
539496	заявление генерального директора о приеме на работу
539496	как написать заявление о приеме на работу директору единственному учредителю
539496	заявление на прием на работу технического директора
506736	возврат товара отражение в учете ндс
506736	возврат качественного товара ндс
506736	ндс при возврате продовольственных товара
506736	возврат товара поставщиком ндс
506736	возврат всей партии товара ндс
506736	возврат товара ндс до 2022
506736	возврат товара с учетом ндс
473969	декларация по ндс без книги продаж
473969	декларация по ндс исправление книги продаж
473969	разница между книгой продаж и декларацией по ндс
506737	ндс с реализации товаров и услуг
506737	кто платит ндс при реализации товаров работ услуг
506737	как начислить ндс при реализации товаров (работ, услуг)
506737	общий порядок начисления ндс по реализованным товарам (работам, услугам)
506737	ндс товары услуги облагаются
506746	как перечислить зарплату третьему лицу
506775	ндфл призы
506775	медаль ндфл
506775	организация наградила своих работников медалями и нагрудными знаками нужно ли облагать ндфл стоимость наград
506775	ндфл со стоимости медали
506778	новогодние подарки сотрудникам без ндс
506778	облагается ли безвозмездная передача подарка ндс
506778	подарок ребенку от организации ндс
506778	начисление ндс на новогодний подарок сотруднику
506779	подарки не облагаются взносами
506779	подарки сотрудникам взносы
506779	облагаются ли подарки сотрудникам страховыми взносами
506780	приказ на подарки к 8 марта
506780	приказ на подарок детям сотрудников
506781	нужно ли включать сумму подарка детям до 4000 рублей в 2-ндфл
506781	подарок ребенку сотрудника код в 2 ндфл
506781	подарки детям на новый год нужно ли отражать 2 ндфл
506781	организация подарок ребенку за 100 тыс. ндфл
506781	подарки детям сотрудников ндфл и страховые взносы
506781	как отразить новогодние подарки детям сотрудников и удержать ндфл, если не успели это сделать в дакар
506781	ндфл с подарков детям сотрудников
506782	какими налогами и взносами облагаются новогодние подарки детям сотрудников
506782	подарки детям сотрудникам несчастные взносы
506782	новогодний подарок детям в пределах 4000 рублей нужно облагать страховыми взносами
506782	стоимость подарков для детей на новый год страховые взносы
506783	как отразить по налогу на прибыль подарки детям сотрудников
506783	выручка от реализация новогодних подарков для детей отразить в декларации по прибыли и отчете о финансовых результатах
506783	подарки для детей к новому году в целях налогообложения налога на прибыль
506783	новогодние подарки детям сотрудников прибыль
506783	можно ли списать подарки на детей за счет чистой прибыли
539551	срочное заявление от сотрудника о приеме на работу
539551	при приеме на работу по срочному трудовому договору как пишут заявление о приеме на работу
539551	образец заявления о приеме на работу по срочному договору
539551	заявление о приеме на работу по срочному трудовому договору на время отсутствия мобилизованного
539551	заявление о приеме на работу по срочному трудовому договору пенсионер
539573	заявление о ведении трудовой книжки в электронном виде при приеме на работу образец
539573	заявление о ведении этк при приеме на работу впервые
539573	прием на работу 2023 заявление на ведение трудовой книжки
539573	можно ли в 2023г. брать при приеме на работу заявление об отказе от ведения трудовой книжки в бумажной форме
539576	заявление о приеме на работу при переводе из организации в организацию
539576	заявление о приеме на работу в порядке перевода бланк
539576	прием на работу по переводу
506811	за регистр по ндфл штраф
506811	штраф за ошибки в регистре по ндфл
506811	налоговый регистр по ндфл штраф
506825	прощение займа работнику код дохода
506825	прощение займа сотруднику проводки
504536	какой должна быть минимальная зарплата (мрот) минус ндфл
504536	НДФЛ с зарплаты в МРОТ
504536	зарплата менее 2 мрот ндфл
504536	зарплата на руки не менее мрот ндфл
504536	зарплата в два мрот не облагается ндфл
539650	страховые взносы 2023 учетная политика
539650	учетная политика для нко 2023
539650	учетная политика на 2023 усн доходы для малых предприятий
539650	изменения в учетной политике с 2023
474154	возврат уплаченного штрафа
539701	трудовая функция директора при приеме на работу
539701	сделать запись в трудовой книжке прием на работу генерального директора единственного учредителя ооо на 0.5 ставки
539701	образцы записи о приеме в трудовой книжке на работу директора
539727	новый сотрудник не принес бумажную трудовую книжку
539727	новый работник в 22 году трудовая книжка
539727	заводить ли трудовые книжки новым сотрудникам
539727	новый отчет по электронным трудовым книжкам
539727	запись в трудовой книжке впервые
539727	трудовая книжка впервые с 2022 год
474197	акт об уничтожении печати
507028	стд-р при увольнении расписка
507028	нужна ли расписка в получении справок при увольнении
507028	расписка документы на руки при увольнении
507028	образец расписки о получении трудовой книжки при увольнении
507030	опись личного дела при увольнении
507030	опись документов при увольнении образец
539799	как провести по бухгалтерскому учету оплату за медосмотр о приеме на работу
15513	не пришел на почту сертификат с вебинара
15513	почему мне не пришел сертификат об участии в вебинаре
15513	где скачать сертификат участника вебинара
15513	послушала вебинар, как можно получить сертификат
15514	как загрузить скан диплома
15514	как загрузить документы для получения диплома
15514	где я могу загрузить документы для получения диплома
15514	не получается загрузить документы
15514	как мне загрузить документы паспорт и диплом
15634	срок камеральной проверки по ндс нк рф
15634	срок проведения камеральной налоговой проверки по ндс
15634	сроки проведение камеральной проверки ндс
441618	акцепт
441618	в чем выражается акцепт
441618	гк акцепт
507224	выход на работу мамочки из отпуска по уходу за ребенком до исполнения 1,5 лет
507224	выход из отпуска по уходу за ребенком до 1,5 лет
507249	дмс на членов семьи ндфл
507249	вычет ндфл за дмс
507249	ндфл по дмс
507250	дмс и страховые взносы
507250	учет взносов дмс
474517	приказ о создании комиссии по расследованию несчастного случая не связанного с производством
474517	приказ о создании комиссии по определению коренных причин при несчастном случае
474517	приказ о создании комиссии по расследованию несчастного случая со смертельным исходом на производстве
540075	надо ли размещать в реестре контрактов контракты, заключенный по ч. 2 ст. 15 46-фз
540084	аванс по электроэнергии 2 раза как отразить в реестре контрактов
540085	как внести контракт по п. 26 ч. 1 ст. 93 в реестр контрактов без размещения на официальном сайте
540088	в реестр контрактов нужно выгружать контракт с электронными подписями
474601	как учесть разработку концепции дизайна упаковки
474601	бухгалтерский и налоговый учет расходов на дизайн упаковки
474601	нематериальный актив дизайн упаковки
474601	ндс при получение резидентом от нерезидента услуг дизайна упаковки
474601	дизайн упаковки продукции
474601	как оформить разработку логотипа и дизайн упаковки
15855	налогообложение ндс коммунальных услуг
15855	расходы на оплату коммунальных услуг ндс
15855	входящий ндс по коммунальным услугам через посредника
15855	выставление реализации без ндс по коммунальным услугам
15855	повышающий коэффициент по коммунальным услугам облагается ндс
507413	скачать договор финансовой помощи от учредителя
507413	договор возвратной финансовой помощи от учредителя
507413	договор безвозмезлной финансовой помощи от учредителя
507416	декларация налога на прибыль 2019 ндс включать
507416	как заполнить декларацию на прибыль по ндс
507416	единая налоговая декларация ндс и налог на прибыль образец.
507416	разница доходов от реализации по декларациям ндс и прибыль
507416	единая декларация ндс прибыль за 4 квартал 2020
507416	корреспонденция декларации по ндс с расчетом налога на прибыль
507416	расхождения между декларацией по налогу на прибыль и ндс
507416	почему выручка в декларации ндс больше чем в прибыли
507416	декларация по налогу на прибыль порядок заполнения ндс
540185	акциз при реализация в днр
540186	взносы с доходов граждан днр и лнр
540184	какой+переходный+период+и+как+платить+налоги+при+работе+с+днр,+лнр,+херсонской+и+запорожской+областями
507439	за что налоговая может снять ндс с вычета
507439	как сдать уточненку по ндс налоговая сняла вычеты
507442	списание ндс безнадежной кредиторской задолженности
507442	как списать ндс по списанной кредиторской задолженности покупателя в связи со сроком давности
507442	как списать ндс с кредиторской задолженности в налоговом учете
507442	при списании просроченной кредиторской задолженности, полученной в качестве аванса как списать ндс с авансов полученных
507443	списание ндс безнадежной дебиторской задолженности
507443	как списать ндс по дебиторской задолженности
507443	списание ндс дебиторской задолженности с истекшим сроком исковой давности налоговый учет
474710	приложение n 2. наряд-допуск на производство работ на высоте (рекомендуемый образец)
474710	782н наряд-допуск
474710	наряд-допуск на высоте
474710	как заполнить наряд-допуск по работе на высоте на основании
507478	трудовой договор с директором он же учредитель
507478	трудовой договор ген.директором- учредителем
507478	трудовой договор учредитель и директор одно лицо
507478	трудовой договор если он учредитель
474717	наряд-допуск на объект
474717	наряд-допуск документ
474717	наряд-допуск на работы повышенной опасности
474717	наряд-допуск на производство опасных работ
474718	о назначении ответственных за наряд-допуски
474718	срок действия закрытого наряда-допуска для работы с электроустановками составляет
474718	приказ наряд допуск
507491	как продлить трудовой договор
507491	договор с генеральным директором
507491	продление трудового договора директору
15983	приказное производство претензионный порядок
474737	журнал выдачи наряда-допуска
474741	налоговая запросила наряды-допуски
474741	срок хранения наряда допуска
540314	какие сведения отразить в регистре по НДФЛ
540314	какие сведения отразить в налоговом регистре по НДФЛ
540331	налоговые регистры по ндфл
540333	ип на упрощенке налоги 2023
540333	единый налог ип без работников
540333	транспортный налог на усн у ип
540333	какие налоги платит ип при усн
540338	взносы в сро в затраты книга доходов и расходов усн
540338	как отразить страховые взносы в книге по усн (доходы минус расходы)
507581	минфин выпустил рекомендации аудиторам для проведения проверок
507581	рекомендации аудиторам за 2022 год
507581	рекомендации аудиторам по проверке бухотчетности
474824	пример торг-2
474824	форма акта торг-2
474824	акт торг-2 на возврат товаров
474824	торг-2 инструкция по заполнению
474824	торг-2 ндс
474824	как оформить торг-2
474824	торг-2 порядок заполнения
507609	основания для списания материалов в строительстве
507609	как списать материалы на стройку
507609	учет материалов в строительной компании
507629	отчетность днр
507629	бухучет в днр
507629	бухучет и отчетность в днр лнр
507629	бухучет и отчетность в запорожской области
507648	вычет аванса по разным ставкам ндс
507648	ндс к вычету с аванса полученного
507649	ндс c возврата аванса d декларации
507649	возврат предоплаты покупателю ндс декларация
507650	ндс с авансов полученных в 2019
507650	начисление ндс с авансов полученных
507651	вычет ндс с возвращенного аванса в декларации
507651	возврат покупателю аванса 2018года ндс
507651	ндс при возврат аванса покупателю
507653	ндс с авансов полученных м принятых к вычету в декларации ндс
507653	как отразить авансы к вычету разделе 8 декларации по ндс
507653	как отразить в декларации по ндс вычет ндс с авансов поступивших от покупателей
507653	как в декларации по ндс отразить корректировку вычета по оплаченному авансу при списании предоплаты
507655	перенос права вычета ндс с полученных авансов
507655	какой период можно взять к вычету ндс с авансов полученных?
507655	перенос вычета ндс с аванса поставщика
507655	можно ли вычет ндс с аванса перенести на другой квартал
540427	займы беспроцентный ндфл в 2023
540427	ндфл займ беспроцентный директору
507661	срок уплаты налог ана прибыль за 2022 год
507661	порядок и сроки уплаты налога на прибыль
507661	сроки оплаты ежемесячных авансовых платежей по налогу на прибыль
507662	как рассчитать ежемесячные авансовые платежи по налогу на прибыль за 1 квартал
507662	ежемесячные авансовые платежи по налогу на прибыль в 2022 году
507662	авансовый платеж по налогу на прибыль за апрель
507662	зачет авансовых платежей по налогу на прибыль
540429	как написать что займ беспроцентный
540429	документы на выдачу беспроцентного займа сотрудникам фирмы
540429	возврат денежного беспроцентного займа
540431	беспроцентные полученные займы учет проводки
540431	займ другой организации взаимозависимой беспроцентный в налоговом учете
540431	получение займа от физлица может быть беспроцентным
540431	как учесть беспроцентный полученный займ
540431	юридическое лицо берет займ у физ лица беспроцентный налоги
540432	предоставленный займ беспроцентный проводки
540432	займ счет 66 беспроцентный
540432	налог на прибыль и займ, выданный работнику беспроцентный
540432	займ сотруднику беспроцентный 2023 налоги
540432	организация выдала займ беспроцентного единственному учредителю
540439	в соответствии с ч. 1 ст. 839 гку подрядчик т.е. наша организация, обязана выполнить работы с использованием своих материалов, такие материалы не поставляются отдельно, а их стоимость включается в цену
540439	как подрядчику отразить передачу оборудования субподрядчику
540439	как списать материалы у подрядчика, если они идут напрямую на объект строительства от поставщика минуя склад
540439	на основании каких документов подрядчик списывает материалы на строительный объект
540439	учет мелкого строительного инвентаря у подрядчика
540442	в какой срок субподрядчик должен предоставлять подрядчику справки о выполненных строительно- монтажных работах
540442	в течении какого срока заказчик должен принять работы у подрядчика
540442	уведомление подрядчиком заказчика о готовности к сдаче результата выполненных по договору строительного подряда работ (этапа работ)
540442	документы работы у подрядчика кс-1
540442	как подрядчику сдать строительные работы
540443	как нерезиденту определить ставку ндфл
540443	по какой ставке удерживать ндфл с иностранных работников
540443	ставка ндфл иностранец
16176	Исковая давность на оказание услуг
540600	займ беспроцентный взаимозависимые лица
540600	займ беспроцентный между близкими родственниками
540600	налоговые риски займ беспроцентный между организациями
540600	займы беспроцентные риски
540648	займ денежный беспроцентный возврат форма 4
507922	амортизационная премия при модернизации ос
507922	амортизационная премия при модернизации основных средств
507922	амортизационная премия при модернизации недвижимости
507922	амортизационная премия менее 100 000 в модернизации
540723	приказ на отпуск бланк скачать
540723	приказ на отпуск авансом
540723	приказ об отпуске сотрудника
540723	приказа на отпуск по уходу
540723	отправить в отпуск по приказу
540725	форма приказа на продление отпуска в связи с праздником
540725	нужно ли делать приказ о продлении отпуска
540725	какие документы на продления отпуска всвязи с заболеванием сотрудника в своем отпуске
540725	нужен ли приказ о продлении отпуска после больничного
540727	расчет количества дней отпуска при увольнении
540727	образец заявления на отпуск с последующим увольнением
540727	отпуск и увольнение
540730	за сколько дней уведомляют о начале отпускауведомление об отпуске
540730	уведомление о начале отпуска
540730	как уведомить работника об отказе в предоставлении отпуска
540730	уведомление о начале отпуска сколько экземпляров
540731	за сколько дней работник должен написать заявление о выходе из отпуска по уходи
540731	за сколько дней до отпуска пишется заявление на отпуск
540732	когда утвердить рафик отпусков на 2023 год
540732	как вести график отпусков
540732	как ознакомить работников с графиком отпусков
540732	нужно ли составлять график отпусков для сотрудников ип
540732	можно ли в графике отпусков ставить только месяц
442435	внереализационные доходы при расчете налога на прибыль
442435	что является внереализационными доходами
540741	заявление в счет будущего отпуска
540741	как правильно написать заявление на 2 дня в счет отпуска
540741	заявление работника о зачтении отпуска в счет зарплаты.
540741	заявление дни в счет отпуска
540742	приказ на утверждения графика отпусков работника
540742	график отпусков на 2023 год приказ
540743	отпуск с последующим увольнением в 2020 году приказ
540743	после отпуска приказ на увольнение больничный
540743	удержание за неотработанные дни отпуска при увольнении приказ
540745	график отпусков пример заполнения при делении отпуска на 2 части
540745	можно ли отпуск в графике отпусков разбить на две части
540746	заявление на предоставление части отпуска в сет основного
